evolution$generation,evolution$evaluated,firmSizeScaling,crossOverProba,crossOverShare,mutationProba,mutationAmplitude,currentProductShare,interactionProba,distanceDecay,averageFitness,diversity,evolution$samples,interactionProba,crossOverProba,crossOverShare,interactionIntensity,fitnessEntropy,mutationAmplitude,distanceDecay,averageFitness,firmSizeScaling,bestFitness,largestFirmSize,diversity,fitnessDiff,timeSteps,mutationProba,firmsNumber,replication,currentProductShare,genomeSize
2800,2800,0.1,0.5884397640047075,0.5504817095181129,0.0,1.852317461345499,0.46711211684470294,5.617537774931459E-5,0.5397822649239283,-157.65813180788857,-0.4853043418716326,1,"[5.617537774931459E-5]","[0.5884397640047075]","[0.5504817095181129]","[0.0]","[0.10791115012790894]","[1.852317461345499]","[0.5397822649239283]","[-157.65813180788857]","[0.1]","[221.55939914672953]","[100]","[-0.4853043418716326]","[0.7654074591107219]","[100]","[0.0]","[10]","[4384005837910846960]","[0.46711211684470294]","[10]"
2800,2800,2.0,0.33111607051128455,0.08679102807939988,0.1550309866598347,2.2728983951390562,0.4224164838165603,6.12246871605499E-5,93.51149212462362,1555.6457709648535,-0.09630509087815152,12,"[6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5,6.12246871605499E-5]","[0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455,0.33111607051128455]","[0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988,0.08679102807939988]","[6.413507800291432E-7,7.635128333680271E-7,7.177020633659459E-7,9.31485656708993E-7,1.0536477100478777E-6,7.787830900353878E-7,8.245938600374693E-7,7.177020633659458E-7,6.413507800291431E-7,9.925666833784348E-7,8.09323603370109E-7,7.940533467027482E-7]","[0.0968852434711129,0.10180778675403865,0.1036244574803254,0.10384696898238259,0.10078941812081159,0.1001316247324687,0.09806899898510256,0.10290607318112044,0.10119185091201428,0.10203907588242762,0.10114527281443156,0.10384948556506372]","[2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562,2.2728983951390562]","[93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362,93.51149212462362]","[1500.9073887323912,1542.0685131627142,1684.382579049029,1569.2230287669925,1767.909274052968,1262.7516652123877,1864.2100549313877,1898.9441487860158,1508.262064998757,1492.301308089056,1453.042304170624,1900.458275702227]","[2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0]","[363.8299174331962,382.8109271586822,276.2796044202021,351.73695715071216,315.38340323137976,314.15010774573517,261.0513475152001,441.5042042377661,411.8449848474066,395.5428351027532,361.92194469054084,299.4413237494283]","[100,100,100,100,100,100,100,100,100,100,100,100]","[-0.09080171086664172,-0.09792484806064182,-0.0984074061365557,-0.1048391342976324,-0.07107038507220245,-0.11058942208335802,-0.07130906440996511,-0.08745738929098117,-0.08860077869523236,-0.09468533369566122,-0.09928903297484871,-0.10269232759114179]","[11.833748145412212,12.557286996161281,21.129642709786765,16.235326486917458,16.408107260443025,12.524079527683037,17.07888073250525,15.059974285306478,11.201738104959826,14.09688484390883,12.27930329581172,26.145219804342638]","[100,100,100,100,100,100,100,100,100,100,100,100]","[0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347,0.1550309866598347]","[10,10,10,10,10,10,10,10,10,10,10,10]","[178598038476565867,370298017464922947,-3510728355174334839,-3459006612140183017,-8674026527072508939,6612967167381650504,-7261416203435988057,2764815375374694357,7244469167333981321,3361072856839139415,-8973168543392058941,-429028211500042351]","[0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603,0.4224164838165603]","[10,10,10,10,10,10,10,10,10,10,10,10]"
2800,2800,0.4611324759386496,0.532467653483926,0.2423799185575193,0.05062799920933455,3.0808807992289227,0.393192699758737,5.104428791059847E-5,65.47096581868493,-564.2083089445325,-0.32202569557639116,1,"[5.104428791059847E-5]","[0.532467653483926]","[0.2423799185575193]","[3.8937292389396536E-7]","[0.11110765148599387]","[3.0808807992289227]","[65.47096581868493]","[-564.2083089445325]","[0.4611324759386496]","[572.4682218515028]","[100]","[-0.32202569557639116]","[0.03985645680777244]","[100]","[0.05062799920933455]","[10]","[8831622081606073860]","[0.393192699758737]","[10]"
2800,2800,0.1133174570050572,0.8348005325472238,0.23638621572189764,0.03724129389586818,0.728008839544953,0.042033458648332835,0.0,81.00682169209331,-361.9813137844813,-0.4751045961515359,1,"[0.0]","[0.8348005325472238]","[0.23638621572189764]","[0.0]","[0.11098549200374443]","[0.728008839544953]","[81.00682169209331]","[-361.9813137844813]","[0.1133174570050572]","[387.7335776858145]","[100]","[-0.4751045961515359]","[0.17465961021978876]","[100]","[0.03724129389586818]","[10]","[7239125796265993322]","[0.042033458648332835]","[10]"
2800,2800,1.096803634043145,0.7013883191403221,0.32602008655282294,0.04753990440863605,0.0,0.36740670932646113,4.806485339909807E-5,2.354162639387892,-47.21737260977304,-0.47363191998588844,2,"[4.806485339909807E-5,4.806485339909807E-5]","[0.7013883191403221,0.7013883191403221]","[0.32602008655282294,0.32602008655282294]","[0.0,1.8992169293097557E-8]","[0.08897323446932796,0.10295251488025925]","[0.0,0.0]","[2.354162639387892,2.354162639387892]","[-70.09562281145898,-24.33912240808709]","[1.096803634043145,1.096803634043145]","[260.43987400028163,244.8653324063559]","[100,100]","[-0.48196538166476305,-0.46529845830701383]","[1.1476028216954202,2.002798219399642]","[100,100]","[0.04753990440863605,0.04753990440863605]","[10,10]","[-3426757058930202693,8759312720645039857]","[0.36740670932646113,0.36740670932646113]","[10,10]"
2800,2800,0.1,1.0,0.17761977586532252,0.038203129953307505,0.8928828296243505,0.05007500697416706,2.3130413514050113E-5,78.39063600276708,-417.70120939663377,-0.44822913139508325,4,"[2.3130413514050113E-5,2.3130413514050113E-5,2.3130413514050113E-5,2.3130413514050113E-5]","[1.0,1.0,1.0,1.0]","[0.17761977586532252,0.17761977586532252,0.17761977586532252,0.17761977586532252]","[1.2928522050896618E-7,1.393105687875289E-7,1.675068608209868E-7,1.5184225413573238E-7]","[0.11094727389245643,0.11105688263359943,0.11100848613785186,0.11108762431070314]","[0.8928828296243505,0.8928828296243505,0.8928828296243505,0.8928828296243505]","[78.39063600276708,78.39063600276708,78.39063600276708,78.39063600276708]","[-425.21973358870497,-412.88825158375596,-393.2885178867724,-422.5141672095116]","[0.1,0.1,0.1,0.1]","[455.3573899629606,449.21011764232503,437.5660136667456,443.7593454886746]","[100,100,100,100]","[-0.4608298479129255,-0.4293206881104425,-0.473055937011229,-0.4356284148772409]","[0.25668429914015095,0.14194714169271727,0.17829330740406896,0.10753688914933528]","[100,100,100,100]","[0.038203129953307505,0.038203129953307505,0.038203129953307505,0.038203129953307505]","[10,10,10,10]","[-3250803465559758102,-4135197904338047051,835798964744433257,-5586458087884282458]","[0.05007500697416706,0.05007500697416706,0.05007500697416706,0.05007500697416706]","[10,10,10,10]"
2800,2800,0.24607094689660447,0.5855647518967723,0.7180011682040108,0.0025102544354672638,1.64108218662371,0.6241003505527856,5.820220593035887E-5,0.28494475353042337,-309.8446543312354,-0.44233430307240923,5,"[5.820220593035887E-5,5.820220593035887E-5,5.820220593035887E-5,5.820220593035887E-5,5.820220593035887E-5]","[0.5855647518967723,0.5855647518967723,0.5855647518967723,0.5855647518967723,0.5855647518967723]","[0.7180011682040108,0.7180011682040108,0.7180011682040108,0.7180011682040108,0.7180011682040108]","[0.0,0.0,0.0,0.0,0.0]","[0.10984320909950862,0.1077768756848201,0.11002569074071239,0.11015796175035629,0.11028656300906609]","[1.64108218662371,1.64108218662371,1.64108218662371,1.64108218662371,1.64108218662371]","[0.28494475353042337,0.28494475353042337,0.28494475353042337,0.28494475353042337,0.28494475353042337]","[-316.0014225174647,-255.522230019675,-315.75881164015493,-302.5523503448579,-309.8446543312354]","[0.24607094689660447,0.24607094689660447,0.24607094689660447,0.24607094689660447,0.24607094689660447]","[406.2984534700615,328.33621186337484,416.95984607650894,378.8914068253261,364.03348087546567]","[100,100,100,100,100]","[-0.46565951636086617,-0.4207229479819302,-0.47315397175699153,-0.3970712517292331,-0.44233430307240923]","[0.4306512472312069,0.8655136927580526,0.48899042833909984,0.4272484867611092,0.4306784251392104]","[100,100,100,100,100]","[0.0025102544354672638,0.0025102544354672638,0.0025102544354672638,0.0025102544354672638,0.0025102544354672638]","[10,10,10,10,10]","[-3493878253863981332,1500475501557823688,-266976379364329892,1700301530236074000,-8772200734863382999]","[0.6241003505527856,0.6241003505527856,0.6241003505527856,0.6241003505527856,0.6241003505527856]","[10,10,10,10,10]"
2800,2800,0.8057874277525534,0.8417159746869723,0.4183119734127119,0.022896269112387,0.4057543403444839,0.21976213293281394,4.5732637643238586E-5,2.9219146654095596,-289.20427384763514,-0.4499791352556173,6,"[4.5732637643238586E-5,4.5732637643238586E-5,4.5732637643238586E-5,4.5732637643238586E-5,4.5732637643238586E-5,4.5732637643238586E-5]","[0.8417159746869723,0.8417159746869723,0.8417159746869723,0.8417159746869723,0.8417159746869723,0.8417159746869723]","[0.4183119734127119,0.4183119734127119,0.4183119734127119,0.4183119734127119,0.4183119734127119,0.4183119734127119]","[4.042793012551373E-9,6.06418951882706E-9,0.0,4.042793012551373E-9,1.8192568556481175E-8,0.0]","[0.11007783977312748,0.10968742406467957,0.10943606807858865,0.10851740831137524,0.10716891303642667,0.10987372954887852]","[0.4057543403444839,0.4057543403444839,0.4057543403444839,0.4057543403444839,0.4057543403444839,0.4057543403444839]","[2.9219146654095596,2.9219146654095596,2.9219146654095596,2.9219146654095596,2.9219146654095596,2.9219146654095596]","[-291.0830986202575,-282.6440457868938,-302.86503685540237,-287.32544907501284,-304.1960927066343,-263.69804088414753]","[0.8057874277525534,0.8057874277525534,0.8057874277525534,0.8057874277525534,0.8057874277525534,0.8057874277525534]","[393.1738244917597,377.9417802642396,427.9610505007899,400.39137902697183,409.41064690224374,325.9140460641695]","[100,100,100,100,100,100]","[-0.45644222904306625,-0.4449041775734849,-0.4275634124928943,-0.46282319527423205,-0.45505409293774973,-0.41943522792831206]","[0.5560462215578009,0.5456277219462802,0.6316144657329082,0.7261900599659071,0.828571602073835,0.5479447678883941]","[100,100,100,100,100,100]","[0.022896269112387,0.022896269112387,0.022896269112387,0.022896269112387,0.022896269112387,0.022896269112387]","[10,10,10,10,10,10]","[-8895600755890181135,-5873632260340274061,-2887182886272483885,330199632788797956,-8828608937618394594,-3694408702397011662]","[0.21976213293281394,0.21976213293281394,0.21976213293281394,0.21976213293281394,0.21976213293281394,0.21976213293281394]","[10,10,10,10,10,10]"
2800,2800,0.3243941983750387,0.5804025518578111,0.5910549034556719,8.702819472594829E-4,1.7557770664666,0.5478145959669612,5.8671618602702504E-5,0.1,-257.48399148568353,-0.48039406997184564,1,"[5.8671618602702504E-5]","[0.5804025518578111]","[0.5910549034556719]","[0.0]","[0.10895540699738607]","[1.7557770664666]","[0.1]","[-257.48399148568353]","[0.3243941983750387]","[344.5596847114656]","[100]","[-0.48039406997184564]","[0.6869855846291189]","[100]","[8.702819472594829E-4]","[10]","[8359313725122782652]","[0.5478145959669612]","[10]"
2800,2800,0.28552890542459697,0.6119918395306975,0.5910520145988521,6.2235449174138E-5,1.8655352524585114,0.5449896119981839,6.534220927251223E-5,0.1,-146.08552716545546,-0.4634529646592628,3,"[6.534220927251223E-5,6.534220927251223E-5,6.534220927251223E-5]","[0.6119918395306975,0.6119918395306975,0.6119918395306975]","[0.5910520145988521,0.5910520145988521,0.5910520145988521]","[0.0,0.0,0.0]","[0.10496944508244174,0.09997332238267231,0.09684656008329812]","[1.8655352524585114,1.8655352524585114,1.8655352524585114]","[0.1,0.1,0.1]","[-163.7292010045924,-146.08552716545546,-115.88707414990316]","[0.28552890542459697,0.28552890542459697,0.28552890542459697]","[301.20215476895254,354.4164852314123,289.5211887745415]","[100,100,100]","[-0.469050736445343,-0.4610367833549468,-0.4634529646592628]","[0.7585147318716113,1.0818019754385255,1.0714825328236073]","[100,100,100]","[6.2235449174138E-5,6.2235449174138E-5,6.2235449174138E-5]","[10,10,10]","[8176827119988912598,-2368887732616545910,-6078841880940044097]","[0.5449896119981839,0.5449896119981839,0.5449896119981839]","[10,10,10]"
